เตี๊ยม	-12.702256
อำพราง	-12.009108
หยุดนิ่ง	-11.785965
กำลัง	-6.850053
เพียงแค่	-13.395403
เจตนา	-11.785965
รวยริน	-11.449493
พระองค์เจ้า	-13.395403
ทูล	-10.562189
หน้าโง่	-13.395403
บรรทม	-13.395403
ยาวไกล	-12.702256
เผด็จ	-12.702256
เจ่อ	-13.395403
โสภา	-12.009108
อาบเหงื่อต่างน้ำ	-13.395403
มะอึก	-13.395403
looking	-13.395403
ทูต	-10.399670
คุณธรรม	-13.395403
เกษตร	-11.449493
ทูน	-12.702256
อัตภาพ	-13.395403
เขยื้อน	-13.395403
ดูหนัง ฟังเพลง	-13.395403
กระเจิง	-12.296790
เชือดเฉือน	-12.009108
ยอง	-12.702256
พิษสง	-12.702256
ม่าน	-9.352351
สงกรานต์	-10.505031
ปั้นจิ้มปั้นเจ๋อ	-13.395403
สลักสำคัญ	-11.785965
อยู่แล้ว	-8.112199
แกรนิต	-12.702256
อำไพ	-13.395403
ประธานาธิบดี	-9.524202
ซื่อตรง	-12.009108
เรื่อยเฉื่อย	-13.395403
กุ้มก้าม	-13.395403
﻿๒๓	-13.395403
สังหรณ์	-13.395403
พื้นฐาน	-10.830453
กะละมัง	-12.702256
ผลัก	-9.388070
หน้าตา	-8.020124
ประเทศ	-8.404970
คันทรี	-13.395403
ประเวณี	-12.702256
หวย	-10.830453
แพรทรี	-13.395403
ผลัด	-10.997507
ธรรมดา	-8.685873
กำจัด	-10.910496
หิ้วเหิ้ว	-13.395403
ทรัสต์	-13.395403
ม่าย	-9.961416
รีดลูก	-13.395403
เวิร์ค	-13.395403
พระราชทาน	-12.296790
คำนับ	-12.296790
บาร์บี้	-13.395403
วัสดุ	-12.296790
กระอักกระอ่วนใจ	-12.702256
ใกล้ชิดสนิทสนม	-13.395403
ประเด็น	-10.259909
เงินดาวน์	-13.395403
ของว่าง	-11.603643
องครักษ์	-13.395403
น้ำค้าง	-12.702256
ยืนยัน	-9.221015
ชะเง้อชะแง้	-12.296790
วีรชน	-13.395403
คู่ชีวิต	-13.395403
คาดหมาย	-12.702256
ประธาน	-10.304360
อั้ก	-12.009108
หาน้ำหาท่า	-13.395403
ลวกๆ	-12.296790
จั๋น	-13.395403
สาธิต	-13.395403
หลัวๆ	-13.395403
บัลลังก์	-13.395403
วาระ	-10.687353
เดี๋ยว	-7.159033
ชักพา	-12.702256
เป็นบ้าเป็นบอ	-13.395403
อั้น	-11.785965
เฮ้อ	-9.545255
น้ำมูก	-13.395403
ระย้าย้อย	-11.785965
แทรกซึม	-13.395403
บังเกิด	-11.449493
เยอรมัน	-11.785965
เฮ้ย	-9.731841
สมัครใจ	-11.092818
วางก้าม	-13.395403
ต้องตา	-13.395403
ลูบคลำ	-12.009108
ปั้นหยา	-12.702256
สับประรด	-13.395403
ตาสว่าง	-13.395403
ทนทุกข์ยาก	-13.395403
สิ้นไร้ไม้ตอก	-13.395403
ว่างงาน	-12.296790
ชักชวน	-10.562189
ผู้หลักผู้ใหญ่	-12.296790
ร่อยๆ	-13.395403
อิสาน	-13.395403
งดงาม	-9.118737
ตาชั่ง	-13.395403
หงิมๆ หยิบชิ้นปลามัน	-13.395403
คริสต์เตียน	-13.395403
ปฏิสนธิ	-13.395403
ยวง	-13.395403
ร่วมวงไพบูลย์	-13.395403
จับใจ	-10.830453
ผ่องนวล	-13.395403
ทักท้วง	-11.315961
สปอร์ตไลท์	-12.296790
ลู่	-11.449493
บอกเล่า	-10.450964
เผื่อใจ	-13.395403
พร่า	-10.910496
คนดู	-13.395403
ลิบลิ่ว	-12.296790
หลวม	-10.687353
กระทงทอง	-12.009108
แค้น	-10.217349
แค้ป	-13.395403
เต่งตึง	-13.395403
ซู่ซ่า	-13.395403
แค้ก	-12.702256
ยั้วเยี้ย	-12.702256
ซูบซีด	-13.395403
อื่น	-6.891115
หมายตา	-11.315961
ศาลเตี้ย	-12.702256
ขอบอกขอบใจ	-12.702256
รูปการณ์	-13.395403
ตะขิดตะขวงใจ	-12.009108
หลวง	-9.268268
ตะลุมบอน	-13.395403
ศักดิ์ศรี	-11.315961
อ้อนแอ้น	-13.395403
ลุ่มหลง	-12.296790
รบเร้า	-11.603643
ไล้โลม	-13.395403
บทเรียน	-11.449493
วางท่า	-11.315961
แชมเปญ	-12.009108
ภาพถ่าย	-13.395403
ขวัญอ่อน	-13.395403
เดือนดาว	-13.395403
โอ๊ะ	-11.198178
อเนกอนันต์	-13.395403
พยักพเยิด	-10.028107
ทำคุณบูชาโทษ	-13.395403
วัน	-5.962327
ขี้เหล้าเมายา	-13.395403
แจ๋วๆ	-13.395403
อิ่มเอม	-11.603643
วันทา	-13.395403
บู๊ธ	-13.395403
เลือดใหม่ไฟแรง	-13.395403
ปรู๊ด	-11.785965
สั่วๆ	-12.296790
บู๊ต	-12.296790
อุดม	-12.009108
ท่วม	-10.399670
อวดดี	-11.785965
บูร์บอง	-12.702256
เขียง	-12.702256
รองมือรองเท้า	-13.395403
หายใจหายคอ	-13.395403
ระวี	-13.395403
ปูเรช์ วู วัวร์ เดอแมง	-13.395403
เผื่อว่า	-13.395403
เสือปลา	-13.395403
ขบถ	-13.395403
กองร้อย	-13.395403
ตกระกำลำบาก	-12.702256
โขง	-13.395403
กระปอดกระปอด	-13.395403
ยังนี้	-11.449493
มูก	-13.395403
ล้อมหน้าล้อมตา	-13.395403
แมลงทับ	-11.092818
ดูแคลน	-12.009108
มูน	-12.702256
โขน	-13.395403
เซซวน	-13.395403
คั่ว	-12.009108
แสนๆ	-13.395403
เสงี่ยม	-12.702256
โขด	-12.702256
เฉียง	-11.603643
เป็นรูปเป็นร่าง	-12.009108
รังแค	-13.395403
มอมมี่	-13.395403
จิ๊บจิ๊บ	-13.395403
โขม	-13.395403
ดวงชะตา	-12.702256
สาธุการ	-13.395403
wind	-13.395403
พระอรหันต์	-13.395403
ขวางหู	-12.702256
ภริยา	-13.395403
แสวง	-12.009108
คืนนี้	-13.395403
ค่าปรับ	-12.702256
วัย	-7.523285
บริสุทธิ์ผุดผ่อง	-12.702256
รั้วรอบขอบชิด	-12.702256
ลูกแหง่	-12.702256
เจิดจ้า	-12.296790
แถลงไข	-13.395403
ตรุษ	-12.702256
แผ่กระจาย	-13.395403
รอบคอบ	-10.562189
บุตรเลี้ยง	-13.395403
อาดๆ	-12.702256
กราบไหว้	-12.702256
บ้าเลือด	-13.395403
ปรานี	-10.687353
ชันษา	-12.702256
แฟ้ม	-10.304360
ซีอิ๊ว	-12.296790
ฤาษีผสม	-12.296790
ออกงาน	-10.830453
เชิญชวน	-12.009108
ชะนี	-13.395403
พื้นหญ้า	-12.702256
เลือดข้นกว่าน้ำ	-13.395403
ไม่รักดี	-13.395403
ประแจ	-13.395403
เมินหน้า	-12.702256
กิ๋น	-13.395403
เรื่อยๆ	-10.505031
ยอกย้อน	-12.009108
กระต็อบ	-13.395403
นับหน้าถือตา	-12.702256
ลิสต์	-12.702256
ค่อนขอด	-13.395403
หน่อเนื้อเชื้อวงศ์	-13.395403
ลื้อ	-13.395403
ไทย	-7.838575
สนิทชิดเชื้อ	-11.449493
ซวย	-11.092818
พญา	-13.395403
แรกเกิด	-13.395403
พินิจพิเคราะห์	-12.702256
ฉะนี้	-11.603643
วงจร	-13.395403
ลองกอง	-11.092818
ถอนหายใจ	-10.176527
มายัง	-11.198178
ลัดเลี้ยว	-12.702256
เป็นบ้า	-12.702256
แนบชิด	-13.395403
มีอยู่	-11.785965
ฉิบ	-11.785965
สังกะสี	-11.785965
ถากถาง	-12.702256
ฉิน	-12.702256
ผึง	-12.296790
แนวหน้า	-12.702256
กระบองเพชร	-13.395403
ฉิว	-11.315961
เงื่อน	-12.296790
เข่นเขี้ยว	-12.009108
สำเนา	-13.395403
ทำโทษ	-12.702256
แบบอย่าง	-11.785965
ผาดโผน	-12.702256
หิ่งห้อย	-13.395403
ร่ม	-9.681831
เชื้อสาย	-11.092818
ขัย	-12.702256
เวลา	-6.583058
ตีรันฟันแทง	-13.395403
บรรพบุรุษ	-11.092818
ปู่ย่าตาทวด	-12.296790
ร่า	-11.092818
แวดล้อม	-9.757817
ขจรขจาย	-13.395403
ยืดแข้งยืดขา	-13.395403
เดือดปุด	-13.395403
ทบๆ	-13.395403
คบเพลิง	-13.395403
สภาพการณ์	-13.395403
ว่าจ้างวาน	-13.395403
กระโถน	-11.198178
บังสุกุล	-11.092818
ขัง	-10.910496
ทึบทึม	-13.395403
ตึ๊กตั๊ก	-13.395403
พะเยิบพะยาบ	-12.702256
ขัด	-8.906766
ไพร่	-12.702256
คิดคำนวณ	-13.395403
ดอกเล็กดอกน้อย	-13.395403
ศิวิไลซ์	-13.395403
เจ้าอารมณ์	-11.449493
ขับ	-7.310903
หน้าอก	-11.785965
ขัน	-8.527868
หญ้าแห้วหมู	-13.395403
ยำเกรง	-11.198178
บุคลิกภาพ	-13.395403
เติบโต	-9.840055
ถาวร	-11.198178
ด้วย	-5.162431
เสา	-9.524202
ดี้	-12.296790
เมตตา	-10.304360
ขนัด	-13.395403
โทรม	-10.450964
เตกิล่า	-13.395403
อาสน์	-13.395403
อาณาประชาราษฎร์	-13.395403
ดีๆ	-10.622814
เสย	-11.315961
แคนู	-13.395403
เสพ	-11.449493
สับปะรด	-11.785965
เสธ	-13.395403
ปฏิกริยา	-13.395403
ส้องสุม	-13.395403
อานนท์	-13.395403
กระเซ็น	-11.785965
พอเหมาะพอดี	-13.395403
ผงขาว	-12.009108
หน้าแหย	-13.395403
ประสาน	-10.450964
แกงไก่	-13.395403
รักพี่รักน้อง	-13.395403
ด้วน	-12.702256
ติดตา	-11.315961
ทอดสะพาน	-13.395403
จังงัง	-12.702256
ผิวพรรณ	-10.910496
เสียหน่อย	-10.505031
ประสาท	-9.731841
เม็ดมะยม	-13.395403
ยัง	-5.111909
ฮึดฮัด	-11.315961
ยัก	-8.906766
ดีด	-10.830453
เก่งกล้า	-13.395403
โฮ้ย	-11.198178
โหนก	-11.449493
ติงเตือน	-13.395403
เทวดาฟ้าดิน	-13.395403
ใหม่	-6.977038
คลาสสิก	-12.702256
ยับ	-11.315961
สะใภ้	-9.268268
คลาสสิค	-12.296790
ยัน	-10.622814
อาสนะ	-11.785965
ปรีดิ์เปรมเกษมใจ	-13.395403
กัดกร่อนใจ	-13.395403
เชื่อใจ	-11.785965
ทำเป็นเล่น	-13.395403
